,t,t-1,t-2,t-3,t-4,t-5,t-6,t-7,t-8,t-9,t-10,t-11,t-12,t-13,t-14,t-15,t-16,t-17,t-18,t-19,t-20,t-21,t-22,t-23,t-24,t-25,t-26,t-27,t-28,t-29,t-30,t-31,t-32,t-33,t-34,t-35,t-36
20,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766,0.025679541251882876,-0.09006701594740163,0.2105760931253251,0.22668180025866902,-0.1276157314424451,-0.1048458338416135,-0.1044276869625066,-0.10401490585453266,0.11760382450696616,-0.054912760215299006,0.006435855567427984,-0.10389117198593545
21,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766,0.025679541251882876,-0.09006701594740163,0.2105760931253251,0.22668180025866902,-0.1276157314424451,-0.1048458338416135,-0.1044276869625066,-0.10401490585453266,0.11760382450696616,-0.054912760215299006,0.006435855567427984
22,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766,0.025679541251882876,-0.09006701594740163,0.2105760931253251,0.22668180025866902,-0.1276157314424451,-0.1048458338416135,-0.1044276869625066,-0.10401490585453266,0.11760382450696616,-0.054912760215299006
23,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766,0.025679541251882876,-0.09006701594740163,0.2105760931253251,0.22668180025866902,-0.1276157314424451,-0.1048458338416135,-0.1044276869625066,-0.10401490585453266,0.11760382450696616
24,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766,0.025679541251882876,-0.09006701594740163,0.2105760931253251,0.22668180025866902,-0.1276157314424451,-0.1048458338416135,-0.1044276869625066,-0.10401490585453266
25,-0.020379577243965552,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766,0.025679541251882876,-0.09006701594740163,0.2105760931253251,0.22668180025866902,-0.1276157314424451,-0.1048458338416135,-0.1044276869625066
26,0.08316087551694906,-0.020379577243965552,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766,0.025679541251882876,-0.09006701594740163,0.2105760931253251,0.22668180025866902,-0.1276157314424451,-0.1048458338416135
27,-0.07610262094457709,0.08316087551694906,-0.020379577243965552,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766,0.025679541251882876,-0.09006701594740163,0.2105760931253251,0.22668180025866902,-0.1276157314424451
28,-0.16400290415733454,-0.07610262094457709,0.08316087551694906,-0.020379577243965552,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766,0.025679541251882876,-0.09006701594740163,0.2105760931253251,0.22668180025866902
29,-0.04880604085771112,-0.16400290415733454,-0.07610262094457709,0.08316087551694906,-0.020379577243965552,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766,0.025679541251882876,-0.09006701594740163,0.2105760931253251
30,0.05699949574972285,-0.04880604085771112,-0.16400290415733454,-0.07610262094457709,0.08316087551694906,-0.020379577243965552,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766,0.025679541251882876,-0.09006701594740163
31,0.056062408893925,0.05699949574972285,-0.04880604085771112,-0.16400290415733454,-0.07610262094457709,0.08316087551694906,-0.020379577243965552,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766,0.025679541251882876
32,0.05514323772272145,0.056062408893925,0.05699949574972285,-0.04880604085771112,-0.16400290415733454,-0.07610262094457709,0.08316087551694906,-0.020379577243965552,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197,0.02524817004683766
33,0.10733980840833124,0.05514323772272145,0.056062408893925,0.05699949574972285,-0.04880604085771112,-0.16400290415733454,-0.07610262094457709,0.08316087551694906,-0.020379577243965552,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619,0.024822420312300197
34,-0.03842288727001497,0.10733980840833124,0.05514323772272145,0.056062408893925,0.05699949574972285,-0.04880604085771112,-0.16400290415733454,-0.07610262094457709,0.08316087551694906,-0.020379577243965552,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623,0.07599817145224619
35,-0.10520859592000853,-0.03842288727001497,0.10733980840833124,0.05514323772272145,0.056062408893925,0.05699949574972285,-0.04880604085771112,-0.16400290415733454,-0.07610262094457709,0.08316087551694906,-0.020379577243965552,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883,-0.3078516713222623
36,-0.050176523840164355,-0.10520859592000853,-0.03842288727001497,0.10733980840833124,0.05514323772272145,0.056062408893925,0.05699949574972285,-0.04880604085771112,-0.16400290415733454,-0.07610262094457709,0.08316087551694906,-0.020379577243965552,-0.02034049335157717,-0.020301254174078576,0.14670812852620863,-0.004384142131538038,-0.03294594751114843,0.01199278825667327,-0.04308532848206725,-0.043084429879689634,-0.0430835318168199,0.08160309410307098,-0.19036541418923725,-0.08284359708382527,-0.028947328802585104,-0.028934846191208785,-0.02892233558814883,-0.028909796899144524,-0.11115354707063607,-0.027641630846893417,-0.05075381551813696,0.20010419384147626,-0.04009280284828831,-0.04009280284828831,-0.04009280284828831,-0.07454704574226134,-0.18660333725965883
